	hotel_name	city_int	price	quality_test	total_rat	premium	lat	lon	part_total_rat	breakfast	cleanliness	comfort	facilities	food	hotel_condition	location	room	service	value_for_money	double_bed	king_bed	queen_bed	individual_bed	four_bed	two_ind_beds	five_bed	six_bed	triple	water_sports	winter_sports	family	party	fitness	gay_friendly	gourmets	big_groups	honey_moon	business	adults_only	single_status	pet_travelers	atrapalo_rc	customer_alliance_rc	expedia_rc	holiday_check_rc	hoteles_rc	hotelsclick_rc	splendia_rc	superbreak_rc	vinivi_rc	zoover_rc	hostelbookers_rc	atrapalo_r	customer_alliance_r	expedia_r	holiday_check_r	hoteles_r	hotelsclick_r	splendia_r	superbreak_r	vinivi_r	zoover_r	hostelbookers_r	air_conditioner	bar_in_hotel	gym	pet_allowed	parking	pool	restaurant	spa	wifi_room	wifi_hall	air_conditioner_free	bar_in_hotel_free	gym_free	pet_allowed_free	parking_free	pool_free	restaurant_free	spa_free	wifi_room_free	wifi_hall_free	hotel_type	neighbourhood	is_hotel_very_centric	is_hotel_centric	is_neighbourhood_very_centric	city_name	email	phone	postal_code	star_count	street	type	web
158	Best Western Alfa Aeropuerto	2	85.0	0	0	0	41.328354	2.112966	3616	78	84	79	79	77	81	67	78	79	77	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	74.0	0.0	76.0	73.0	80.0	0.0	0.0	0.0	0.0	80.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Marina del Prat Vermell	False	False	False	Barcelona	info@hotelalfaaeropuerto.com	+34(93)3362564	08040	4	Zona Franca, Carrer K. s/n	[u'Hotel']	http://www.hotelalfaaeropuerto.com
159	Bcn Montjuic	2	101.0	0	0	0	41.370201	2.1441	1205	62	84	81	79	69	83	79	76	83	79	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	73.0	0.0	86.0	82.0	82.0	0.0	0.0	0.0	0.0	81.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	la Font de la Guatlla	False	False	False	Barcelona	info@bcnmontjuic.com	+34(93)5035650	08004	3	 Sant Fructuos 64-74	[u'Apartotel']	http://www.hotelbcnmontjuic.com
160	SERHS Carlit	2	80.0	0	0	0	41.397137	2.175804	1552	74	81	73	74	75	77	82	71	83	76	1	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	80.0	0.0	78.0	75.0	76.0	0.0	0.0	0.0	0.0	64.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	Info@carlithotel.com	+34(93)5052600	08013	3	Diputacion, 383	[u'Hotel']	http://www.hotelserhscarlit.com/en/home
161	AC Hotel Sant Cugat	2	121.0	0	0	0	41.4916	2.0742	555	76	87	86	82	74	84	75	78	83	77	0	1	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	86.0	73.0	88.0	0.0	0.0	0.0	0.0	73.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	outskirt	False	False	False	Barcelona	Bgonzalez@ac-hotels.com	+34(93)5894141	08190	4	Placa Xavier Cugat	[u'Hotel']	http://www.espanol.marriott.com/hotels/event-planning/travel/bcnsc-ac-hotel-sant-cugat-by-marriott/
162	Abat Cisneros	2	49.0	0	0	0	41.590321	1.838256	891	77	88	79	80	80	78	92	77	82	80	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	80.0	78.0	80.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	outskirt	False	False	False	Barcelona	reserves@larsa-montserrat.com	+34(93)8777701 	08199	3	Plaza Del Monestir, S/n 	[u'Hotel']	http://www.montserratvisita.com
163	Sitges Apartment	2	71.0	0	0	0	41.243504	1.808031	294	0	84	88	80	0	83	75	79	72	81	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	outskirt	False	False	False	Barcelona	INFO@LEDSITGES.COM	+34(93)8947763	8870	0	Josep Soler i Tasis esquina Pare Albert Singla	[u'Casa / Apartamento']	http://WWW.RESORTSITGESAPARTMENTS.COM
164	Hotel Bestprice Gracia	2	79.0	0	0	0	41.409698	2.160835	619	0	90	87	81	0	0	82	0	93	86	1	0	0	0	0	1	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Camp d'en Grassot i Gracia Nova	False	True	False	Barcelona	INFO@HOTELBESTPRICEGRACIA.COM	+34(654)887766	08023	1	Carrer Marti 122	[u'Hotel']	http://WWW.HOTELBESTPRICEGRACIA.COM
165	Hcc Montblanc	2	107.0	0	0	0	41.387882	2.173283	1691	69	86	78	79	73	81	92	77	80	78	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	81.0	0.0	80.0	82.0	80.0	0.0	0.0	0.0	0.0	82.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Barri Gotic	True	False	False	Barcelona	montblanc@hcchotels.es	+34(93)3435555	08003	3	Via Laietana, 61	[u'Hotel']	http://www.hcchotels.es/en/hotel/3/hcc-montblanc
166	Villa Emilia Barcelona	2	125.0	0	0	1	41.3801	2.1539	2536	77	95	89	85	77	93	86	88	91	86	0	0	1	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	92.0	92.0	88.0	96.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Nova Esquerra de l'Eixample	False	True	True	Barcelona	info@hotelvillaemilia.com	+34(93)2525285	08015	4	Calabria 115-117	[u'Hotel']	http://www.hotelvillaemilia.com
167	Negresco Princess	2	118.0	0	0	0	41.390419	2.172584	771	0	91	87	85	80	87	92	79	91	83	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	reservas.negresco@princess-hotels.com	+34(93)2150052	08010	4	Roger De Lluria, 16-18	[u'Hotel']	http://www.hotelnegrescoprincess.com/en
168	Ayre Hotel Caspe	2	85.0	1	0	0	41.395912	2.179283	4375	75	88	84	82	80	85	81	81	88	82	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	81.0	0.0	84.0	83.0	86.0	0.0	84.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Fort Pienc	False	True	True	Barcelona	reservas.barcelona@ayrehoteles.com	+34(93)2467000	08013	4	C/ Caspe 103	[u'Hotel']	http://www.ayrehoteles.com/hotel-caspe/?utm_source=trivago&utm_medium=pro&utm_campaign=pro
169	Hesperia Barri Gotic	2	119.0	0	0	0	41.380001	2.1792	2521	80	87	77	81	82	79	89	77	85	79	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	71.0	0.0	76.0	90.0	78.0	0.0	0.0	0.0	0.0	75.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Barri Gotic	False	True	True	Barcelona	hotel@hesperia-metropol.com	+34(933)105100	08002	3	Ample 31	[u'Hotel']	http://www.nh-hotels.com/hotel/hesperia-barri-gotic
170	K+K Picasso	2	169.0	0	0	0	41.386772	2.184099	2136	81	93	89	85	78	89	93	87	94	84	0	0	1	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	94.0	0.0	92.0	0.0	0.0	0.0	0.0	76.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Pere, Santa Caterina i la Ribera	False	True	True	Barcelona	hotel.picasso@kkhotels.es	+34(685)380047	08003	4	Passeig de Picasso 26-30	[u'Hotel']	http://en.kkhotels.com/hotels/barcelona/barcelona/welcome/
171	Fairmont Rey Juan Carlos I 	2	152.0	1	0	0	41.383526	2.109614	1884	78	88	83	82	80	85	74	80	85	76	0	0	1	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	87.0	0.0	86.0	87.0	86.0	0.0	82.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Maternitat i Sant Ramon	False	False	False	Barcelona	bcn.reservas@fairmont.com	+34(93)3644040	08028	5	Avda Diagonal 661-671	[u'Hotel']	http://www.fairmont.com/barcelona/
172	Casa Con Estilo Bruc	2	100.0	0	0	0	41.390247	2.175143	727	0	91	80	82	79	82	90	82	87	83	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	93.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2	la Dreta de l'Eixample	True	False	True	Barcelona	evamonreal@asescom.info	+34(606)971554	08010	3	Bruc, 14 Principal	[u'Bed & Breakfast']	http://www.casaconestilo.com/en/cceBruc.html
173	Royal Ramblas	2	145.0	0	0	0	41.384312	2.170636	2895	74	87	82	79	75	84	95	80	84	77	1	0	1	0	0	1	0	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	74.0	0.0	86.0	90.0	84.0	0.0	0.0	0.0	0.0	83.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	True	False	True	Barcelona	info@royalramblashotel.com	+34(93)3019400	08002	4	La Rambla 117	[u'Hotel']	http://www.royalramblashotel.com
174	NH Collection Barcelona Constanza	2	139.0	1	0	0	41.388885	2.136299	2225	80	89	86	85	78	85	81	84	84	80	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	86.0	87.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	les Corts	False	False	False	Barcelona	nhconstanza@nh-hotels.com	+34(93)2811500	08029	4	Deu i Mata, 69-99	[u'Hotel']	http://www.nh-hotels.com/hotel/nh-collection-barcelona-constanza
175	Best Western Premier Dante	2	86.0	0	0	0	41.3894	2.1564	686	77	89	82	83	81	83	84	83	87	81	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	80.0	0.0	86.0	85.0	86.0	0.0	0.0	0.0	0.0	88.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	info@hoteldante.es	+34(93)3232254	08036	4	C/ Mallorca 181	[u'Hotel']	http://book.bestwestern.com/bestwestern/productInfo.do?propertyCode=92097&partnerId=TGO
176	Apartment Lugaris Beach	2	157.0	0	0	0	41.399216	2.207691	1748	0	90	90	85	81	88	86	90	90	83	1	0	0	0	1	0	0	1	1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	97.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1	el Poblenou	False	False	False	Barcelona	info@lugaris.com	+34(93)2219159 	08005	4	De Vidal i de Valenciano, 14	[u'Apartotel']	http://www.lugaris.com/index.php?option=com_content&view=article&id=166&Itemid=119&lang=en
177	Barcelona Center	2	168.0	0	0	0	41.391602	2.1593	1348	74	90	84	83	77	85	88	84	86	81	1	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	86.0	0.0	88.0	92.0	86.0	0.0	89.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	hccm@hotelescenter.es	+34(93)2730000	08008	4	Calle Balmes 103-105	[u'Hotel']	http://www.hotelescenter.es
178	Royal Passeig De Gracia	2	160.0	0	0	0	41.394676	2.162638	4130	77	89	86	82	78	84	94	84	87	80	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	78.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	info.pg84@royalhotels.es	+34(93)7370010	08008	4	Passeig de Gracia, 84	[u'Hotel']	http://www.royalpasseigdegraciahotel.com/default-en.html
179	Ofelias	2	131.0	0	0	0	41.37677	2.150101	1052	75	92	87	85	78	87	88	83	89	82	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	90.0	90.0	72.0	90.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5	la Nova Esquerra de l'Eixample	False	True	True	Barcelona	reservas@bondiahotels.com	+34(93)7690300 	08015	4	Llanca, 24	[u'Hotel']	http://www.ofeliashotelbarcelona.com
180	H10 Art Gallery	2	149.0	0	0	0	41.391994	2.157008	2245	0	91	85	86	85	85	89	85	88	82	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	90.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	h10.art.gallery@h10hotels.com	+34(93)2142030	8008	4	Enric Granados 62-64	[u'Hotel']	http://www.h10hotels.com/es/hotel/hoteles-barcelona/h10-art-gallery.html
181	Hotel Granados 83	2	110.0	0	0	0	41.391846	2.156845	3315	78	91	85	84	76	87	89	84	89	82	1	0	0	1	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	90.0	0.0	90.0	90.0	88.0	0.0	90.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	granados83@derbyhotels.com	+34(93)4929670	08008	4	Enrique Granados 83	[u'Hotel']	http://www.hotelgranados83.com
182	Wilson Boutique Hotel	2	110.0	0	0	0	41.394402	2.15	2387	80	89	84	83	77	84	85	85	89	86	0	0	1	0	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	88.0	0.0	88.0	87.0	88.0	0.0	0.0	0.0	0.0	78.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Gervasi - Galvany	False	True	False	Barcelona	info@wilsonbcn.com	+34 (93) 2092511	08021	3	Avenida Diagonal, 568	[u'Hotel']	http://www.wilsonbcn.com
183	Hotel Midmost Barcelona	2	143.0	0	0	0	41.385769	2.165949	2629	77	87	81	84	77	82	92	81	86	80	0	0	1	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	82.0	65.0	80.0	84.0	0.0	0.0	0.0	86.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	True	False	True	Barcelona	info@hotelmidmost.com	+34(93)5051100	08001	4	Pelai 14	[u'Hotel']	https://www.hotelmidmost.com/en
184	Grupotel Gran Via 678	2	112.0	0	0	0	41.392452	2.172801	510	78	88	80	81	81	83	88	81	89	79	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	79.0	0.0	84.0	88.0	84.0	0.0	0.0	0.0	0.0	92.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	granvia678@grupotel.com	+34(93)1924560	08010	4	Gran Via de les Corts Catalanes, 678	[u'Hotel']	http://www.grupotel.com/hoteles.php?idh=45&le=es&id_orgien=&id_ref=grupotel.com&id_noticia=&idh=45
185	Sixtytwo Hotel	2	139.0	0	0	0	41.393017	2.164615	2504	80	92	90	86	86	89	96	86	91	85	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	0.0	0.0	85.0	0.0	92.0	87.0	92.0	0.0	87.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	hotel@sixtytwohotel.com	+34(932)724180	08007	4	Passeig de Gracia, 62	[u'Hotel']	http://www.sixtytwohotel.com
186	Eurostars Bcn Design	2	159.0	1	0	0	41.390759	2.166074	1672	75	85	79	79	75	78	95	77	85	75	1	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	79.0	0.0	80.0	85.0	78.0	0.0	0.0	0.0	0.0	73.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	reservas@eurostarsbcndesign.com	+34(93)3444555	08007	5	Paseo de Gracia, 29-31	[u'Hotel']	http://www.eurostarshotels.com/eurostars-bcn-design.html
187	Suites Center Barcelona	2	149.0	0	0	0	41.397747	2.158246	292	0	88	84	84	72	84	90	82	88	82	0	1	0	0	1	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	67.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1	la Vila de Gracia	False	True	False	Barcelona	hccm@hotelescenter.com	+34(93)2553010	08008	4	Passeig De Gracia, 128	[u'Apartotel']	http://www.hotelescenter.es/barcelonasuites/default-es.html
188	Arc La Rambla	2	130.0	0	0	1	41.378178	2.175589	4353	79	86	76	78	74	79	91	77	83	79	1	0	0	0	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	80.0	87.0	82.0	88.0	0.0	0.0	0.0	76.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	False	True	True	Barcelona	info@hotelarclarambla.com	+34(93)3019798	08002	3	La Rambla 19	[u'Hotel']	http://www.hotelarclarambla.com/
189	Capri by Fraser Barcelona	2	135.0	0	0	0	41.397621	2.188833	743	74	89	87	85	68	85	78	87	88	82	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	79.0	0.0	86.0	87.0	88.0	0.0	0.0	0.0	0.0	85.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Parc i la Llacuna del Poblenou	False	True	False	Barcelona	reservations.barcelona@capribyfraser.com	+34(93)3208735	08018	4	Sancho De Avila, 32-34	[u'Hotel']	http://barcelona.capribyfraser.com
190	Hesperia del Mar	2	104.0	1	0	0	41.401501	2.21	1757	80	84	80	79	74	80	80	77	84	77	1	0	0	0	0	0	0	0	0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	76.0	0.0	80.0	83.0	80.0	0.0	0.0	0.0	0.0	78.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5	Diagonal Mar i el Front Maritim del Poblenou	False	False	False	Barcelona	hotel@hesperia-delmar.com	+34(93)5029700	08005	4	Carrer d'Espronceda 6	[u'Hotel']	http://www.nh-hotels.com/hotel/hesperia-del-mar
